0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
1.244741284892797,-1.2632726067385762,0.7080366730046346,-1.2255559837986734,-0.8815233362319178,1.3326619725445592,0.5098551580136612,-1.3991957104450012,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.3269243680281987,1.2968329120381628,-0.0020231319339573,-0.172798247409742,1.0950856826372444,1.3326619725445592,0.8558179466282989,-0.6924911302054262,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.9304081543085978,-1.6154180593266738,1.4180964779432264,0.8799594889791893,-1.7024422414100155,0.4334956648223935,-0.8739959964448895,-0.6924911302054262,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.0125912374439995,-1.0975461898407248,0.7080366730046346,0.5290402435162121,0.4979419449579563,0.4334956648223935,1.2017807352429366,-0.6924911302054262,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-1.2699237597807962,-0.737951300959613,-0.7120829368725492,-1.5764752292616506,-0.5412433239143151,-0.4656706428997723,0.1638923693990235,-1.3991957104450012,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.559074415476996,0.7606425027139737,1.4180964779432264,1.5817979799051436,-0.4005031821106258,0.4334956648223935,1.5477435238575743,0.0142134500341487,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.244741284892797,0.1085654512131997,-0.0020231319339573,1.2308787344421663,-0.6074244002107693,-0.4656706428997723,-0.1820704192156141,-0.6924911302054262,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.0125912374439995,0.4205846992512767,-0.0020231319339573,1.2308787344421663,1.495712064407911,-0.4656706428997723,0.8558179466282989,1.4276226105132988,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.6160750237243987,0.0200984969022324,0.7080366730046346,0.5290402435162121,0.6953972814222227,-1.364836950621938,1.2017807352429366,0.0142134500341487,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.6412574986123979,1.6472598492455413,0.7080366730046346,-1.2255559837986734,-1.3305413485319595,-0.4656706428997723,1.2017807352429366,0.7209180302737238,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
